,userID,latitude,longitude,Upayment,Rcuisine,budget,dress_preference,transport
392,U1135,22.170396,-100.949936,cash,Mexican,low,informal,on foot
393,U1135,22.170396,-100.949936,cash,Burmese,low,informal,on foot
394,U1135,22.170396,-100.949936,cash,California,low,informal,on foot
395,U1135,22.170396,-100.949936,cash,Game,low,informal,on foot
396,U1135,22.170396,-100.949936,cash,Italian,low,informal,on foot
397,U1135,22.170396,-100.949936,cash,Scandinavian,low,informal,on foot
398,U1135,22.170396,-100.949936,cash,Chilean,low,informal,on foot
399,U1135,22.170396,-100.949936,cash,Polish,low,informal,on foot
400,U1135,22.170396,-100.949936,cash,North_African,low,informal,on foot
401,U1135,22.170396,-100.949936,cash,Asian,low,informal,on foot
402,U1135,22.170396,-100.949936,cash,Vietnamese,low,informal,on foot
403,U1135,22.170396,-100.949936,cash,Barbecue,low,informal,on foot
404,U1135,22.170396,-100.949936,cash,French,low,informal,on foot
405,U1135,22.170396,-100.949936,cash,Brazilian,low,informal,on foot
406,U1135,22.170396,-100.949936,cash,Southern,low,informal,on foot
407,U1135,22.170396,-100.949936,cash,Dessert-Ice_Cream,low,informal,on foot
408,U1136,22.149607,-100.997235,cash,Mexican,low,no preference,car owner
409,U1137,22.144803,-100.944623,cash,Mexican,low,formal,public
410,U1138,22.152884,-100.939663,cash,Pizzeria,medium,formal,public
